PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, IGS14
4-character ID, P573
Station name, Blackrock_CS2008
Begin Date, 2008-09-24
End Date, 2018-09-15
Release Date, 2019-04-02
Source file, P573.pbo.igs14.pos
Offset from source file, 63.38 mm North, -5.36 mm East, -18.87 mm Vertical
Reference position, 36.0930948218 North Latitude, -118.2604985541 East Longitude, 2441.39087 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2009-01-31,-0.46, -7.01, -38.41, 1.23, 1.09, 4.62, repro,
2009-02-01,-0.52, -7.34, -37.40, 1.24, 1.1, 4.67, repro,
2009-02-02,-0.76, -7.17, -40.54, 1.25, 1.13, 4.67, repro,
2009-02-03,-0.83, -7.24, -41.95, 1.23, 1.1, 4.63, repro,
2009-02-04,-1.70, -7.60, -41.20, 1.25, 1.11, 4.69, repro,
2009-02-05,-1.56, -7.05, -37.08, 1.4, 1.23, 5.19, repro,
2009-02-06,-2.02, -6.13, -34.51, 1.39, 1.24, 5.15, repro,
2009-02-07,-0.85, -8.48, -33.73, 1.34, 1.2, 5.03, repro,
2009-02-08,-2.39, -7.22, -42.73, 1.34, 1.19, 5, repro,
2009-02-09,-1.11, -8.18, -32.22, 1.43, 1.27, 5.33, repro,
2009-02-10,-0.90, -8.92, -36.61, 1.34, 1.2, 5.02, repro,
2009-02-11,-0.30, -8.47, -41.69, 1.38, 1.25, 5.23, repro,
2009-02-12,-1.56, -8.24, -37.93, 1.29, 1.17, 4.93, repro,
2009-02-13,-0.85, -8.29, -41.78, 1.29, 1.16, 4.84, repro,
2009-02-14,-1.68, -8.54, -38.05, 1.27, 1.13, 4.76, repro,
2009-02-15,-0.71, -8.84, -39.10, 1.25, 1.11, 4.72, repro,
2009-02-16,-1.62, -10.41, -40.08, 1.23, 1.09, 4.64, repro,
2009-02-17,-0.91, -8.51, -35.64, 1.35, 1.2, 5.08, repro,
2009-02-18,-1.01, -8.06, -37.01, 1.29, 1.18, 4.87, repro,
2009-02-19,-0.76, -7.99, -38.85, 1.24, 1.15, 4.71, repro,
2009-02-20,-0.61, -8.30, -39.40, 1.27, 1.15, 4.82, repro,
2009-02-21,-0.58, -9.21, -35.97, 1.34, 1.22, 5.12, repro,
2009-02-22,-2.89, -9.46, -43.81, 1.51, 1.35, 5.71, repro,
2009-02-23,-3.14, -6.67, -39.87, 1.53, 1.38, 5.8, repro,
2009-02-24,-0.27, -8.70, -41.07, 1.48, 1.34, 5.65, repro,
2009-02-25,-0.23, -9.78, -39.90, 1.51, 1.37, 5.77, repro,
2009-02-26,-1.19, -10.91, -37.86, 1.47, 1.33, 5.62, repro,
2009-02-27,-1.02, -9.48, -41.21, 1.43, 1.3, 5.48, repro,
2009-02-28,-0.13, -8.91, -38.28, 1.44, 1.29, 5.44, repro,
2009-03-01,0.39, -8.84, -38.48, 1.4, 1.26, 5.32, repro,
2009-03-02,-2.88, -9.59, -41.30, 1.65, 1.46, 6.19, repro,
2009-03-03,-0.69, -10.84, -47.56, 1.49, 1.34, 5.66, repro,
2009-03-04,-1.78, -11.12, -38.01, 1.46, 1.31, 5.5, repro,
2009-03-05,-0.27, -9.97, -35.01, 1.34, 1.22, 5.06, repro,
2009-03-06,-1.29, -9.02, -35.63, 1.35, 1.29, 5.16, repro,
2009-03-07,-0.38, -10.15, -37.05, 1.31, 1.19, 4.95, repro,
2009-03-08,-0.06, -9.86, -33.76, 1.36, 1.23, 5.13, repro,
2009-03-09,-0.64, -9.77, -40.25, 1.46, 1.3, 5.44, repro,
2009-03-10,-0.49, -10.18, -35.31, 1.35, 1.21, 5.06, repro,
2009-03-11,-0.95, -9.80, -38.11, 1.33, 1.19, 5, repro,
2009-03-12,-0.60, -9.80, -38.78, 1.36, 1.22, 5.13, repro,
2009-03-13,-0.35, -9.98, -39.03, 1.45, 1.29, 5.4, repro,
2009-03-14,-0.65, -10.35, -37.59, 1.41, 1.25, 5.24, repro,
2009-03-15,-1.54, -11.02, -37.93, 1.46, 1.29, 5.41, repro,
2009-03-16,-0.92, -10.40, -38.10, 1.39, 1.22, 5.15, repro,
2009-03-17,-1.61, -10.51, -34.15, 1.42, 1.25, 5.31, repro,
2009-03-18,-0.22, -9.91, -43.00, 1.36, 1.19, 5.08, repro,
2009-03-19,-0.79, -10.82, -39.19, 1.33, 1.18, 4.95, repro,
2009-03-20,-0.71, -10.82, -33.01, 1.33, 1.16, 4.92, repro,
2009-03-21,-1.21, -10.87, -34.15, 1.44, 1.25, 5.31, repro,
2009-03-22,-0.92, -11.88, -35.89, 1.55, 1.35, 5.73, repro,
2009-03-23,-0.08, -11.70, -36.08, 1.23, 1.08, 4.6, repro,
2009-03-24,-0.52, -10.68, -37.14, 1.27, 1.11, 4.71, repro,
2009-03-25,-0.96, -11.46, -36.18, 1.31, 1.16, 4.86, repro,
2009-03-26,-0.78, -11.90, -34.52, 1.33, 1.16, 4.91, repro,
2009-03-27,-0.63, -11.00, -34.77, 1.32, 1.14, 4.84, repro,
2009-03-28,-0.05, -11.38, -35.09, 1.29, 1.11, 4.7, repro,
2009-03-29,-1.28, -9.49, -30.67, 1.42, 1.25, 5.22, repro,
2009-03-30,-0.56, -11.51, -35.03, 1.23, 1.06, 4.52, repro,
2009-03-31,-0.11, -12.02, -37.36, 1.2, 1.04, 4.4, repro,
2009-04-01,0.30, -11.91, -33.62, 1.23, 1.07, 4.52, repro,
2009-04-02,-0.72, -11.73, -34.71, 1.35, 1.16, 4.87, repro,
2009-04-03,-0.48, -11.39, -30.32, 1.53, 1.32, 5.63, repro,
2009-04-04,-0.74, -12.08, -38.82, 1.27, 1.08, 4.57, repro,
2009-04-05,-0.77, -11.49, -38.96, 1.24, 1.06, 4.5, repro,
2009-04-06,-0.64, -11.48, -41.91, 1.19, 1.01, 4.33, repro,
2009-04-07,-0.86, -11.36, -38.55, 1.32, 1.11, 4.75, repro,
2009-04-08,-1.19, -11.18, -37.98, 1.47, 1.23, 5.27, repro,
2009-04-09,-0.77, -11.89, -35.91, 1.27, 1.08, 4.6, repro,
2009-04-10,-0.54, -13.14, -38.98, 1.31, 1.11, 4.72, repro,
2009-04-11,-1.42, -13.14, -39.89, 1.22, 1.04, 4.46, repro,
2009-04-12,-0.09, -11.93, -39.04, 1.23, 1.04, 4.46, repro,
2009-04-13,-0.84, -13.07, -40.67, 1.29, 1.08, 4.6, repro,
2009-04-14,-0.33, -12.29, -36.32, 1.47, 1.24, 5.34, repro,
2009-04-15,-1.08, -12.96, -32.37, 1.3, 1.1, 4.73, repro,
2009-04-16,-1.04, -13.05, -38.96, 1.22, 1.03, 4.41, repro,
2009-04-17,-0.54, -12.90, -39.14, 1.21, 1, 4.34, repro,
2009-04-18,-0.94, -12.88, -40.18, 1.33, 1.12, 4.77, repro,
2009-04-19,-0.20, -13.48, -36.52, 1.3, 1.1, 4.65, repro,
2009-04-20,-1.06, -12.80, -35.42, 1.33, 1.12, 4.76, repro,
2009-04-21,-0.87, -13.41, -37.74, 1.3, 1.11, 4.67, repro,
2009-04-22,-0.22, -15.15, -37.41, 1.48, 1.23, 5.29, repro,
2009-04-23,-1.18, -13.58, -36.24, 1.48, 1.23, 5.27, repro,
2009-04-24,-1.85, -11.44, -38.91, 1.52, 1.28, 5.48, repro,
2009-04-25,-0.82, -13.35, -38.75, 1.43, 1.18, 5.1, repro,
2009-04-26,-0.63, -14.37, -37.15, 1.28, 1.07, 4.59, repro,
2009-04-27,-1.32, -13.32, -35.30, 1.29, 1.09, 4.65, repro,
2009-04-28,-1.29, -13.12, -37.59, 1.4, 1.15, 5.03, repro,
2009-04-29,-0.93, -13.71, -38.03, 1.22, 1.03, 4.44, repro,
2009-04-30,-0.23, -13.48, -36.42, 1.23, 1.05, 4.49, repro,
2009-05-01,-0.03, -12.41, -34.52, 1.43, 1.21, 5.15, repro,
2009-05-02,-4.95, -10.34, -33.89, 1.76, 1.47, 6.28, repro,
2009-05-03,-1.22, -12.24, -42.77, 1.51, 1.28, 5.49, repro,
2009-05-04,-1.50, -12.59, -44.69, 1.4, 1.17, 5.01, repro,
2009-05-05,-1.66, -10.78, -37.49, 1.64, 1.41, 5.91, repro,
2009-05-06,-1.16, -13.27, -43.12, 1.39, 1.22, 5.06, repro,
2009-05-07,-0.09, -13.77, -40.67, 1.35, 1.18, 4.92, repro,
2009-05-08,-0.96, -14.09, -40.46, 1.3, 1.12, 4.7, repro,
2009-05-09,-1.08, -14.04, -37.95, 1.29, 1.13, 4.69, repro,
2009-05-10,-0.44, -13.37, -36.87, 1.33, 1.16, 4.8, repro,
2009-05-11,0.44, -13.48, -33.70, 1.38, 1.19, 5, repro,
2009-05-12,-0.83, -12.77, -36.29, 1.51, 1.29, 5.52, repro,
2009-05-13,-0.59, -13.60, -35.81, 1.24, 1.07, 4.5, repro,
2009-05-14,-0.51, -13.74, -40.48, 1.27, 1.09, 4.66, repro,
2009-05-15,-0.24, -13.19, -40.08, 1.26, 1.09, 4.6, repro,
2009-05-16,-0.88, -14.14, -41.64, 1.38, 1.19, 5.03, repro,
2009-05-17,-0.19, -14.02, -42.15, 1.33, 1.15, 4.81, repro,
2009-05-18,-1.02, -13.89, -40.72, 1.47, 1.26, 5.31, repro,
2009-05-19,-0.83, -11.87, -37.10, 1.52, 1.32, 5.61, repro,
2009-05-20,-0.90, -13.14, -39.99, 1.31, 1.12, 4.75, repro,
2009-05-21,-0.36, -13.66, -30.86, 1.36, 1.17, 4.98, repro,
2009-05-22,-1.22, -12.92, -36.11, 1.32, 1.14, 4.82, repro,
2009-05-23,0.09, -13.78, -37.86, 1.55, 1.34, 5.62, repro,
2009-05-24,-2.28, -13.02, -42.00, 1.55, 1.35, 5.67, repro,
2009-05-25,-0.88, -15.36, -34.65, 1.4, 1.23, 5.14, repro,
2009-05-26,-2.04, -14.59, -30.51, 1.38, 1.2, 5.07, repro,
2009-05-27,-0.28, -14.90, -33.42, 1.38, 1.2, 5.03, repro,
2009-05-28,-0.33, -14.52, -31.35, 1.56, 1.34, 5.71, repro,
2009-05-29,-0.94, -15.22, -32.22, 1.47, 1.28, 5.4, repro,
2009-05-30,-0.97, -13.77, -31.96, 1.34, 1.17, 4.92, repro,
2009-05-31,-2.22, -13.55, -32.98, 1.5, 1.3, 5.48, repro,
2009-06-01,-0.40, -13.24, -30.64, 1.52, 1.36, 5.61, repro,
2009-06-02,-2.89, -12.96, -36.37, 1.55, 1.34, 5.69, repro,
2009-06-03,-2.04, -13.92, -36.81, 1.46, 1.28, 5.45, repro,
2009-06-04,-1.51, -13.58, -40.23, 1.46, 1.29, 5.42, repro,
2009-06-05,-1.56, -13.18, -28.04, 1.46, 1.28, 5.42, repro,
2009-06-06,-1.43, -15.09, -34.18, 1.28, 1.15, 4.78, repro,
2009-06-07,-1.76, -14.95, -32.33, 1.21, 1.07, 4.51, repro,
2009-06-08,-1.40, -14.69, -32.29, 1.3, 1.15, 4.85, repro,
2009-06-09,-1.16, -14.57, -33.77, 1.49, 1.3, 5.53, repro,
2009-06-10,-0.67, -14.49, -39.50, 1.41, 1.23, 5.24, repro,
2009-06-11,-0.31, -16.08, -36.32, 1.51, 1.32, 5.58, repro,
2009-06-12,-1.76, -15.08, -31.72, 1.36, 1.2, 5.13, repro,
2009-06-13,-0.77, -14.96, -35.67, 1.56, 1.37, 5.8, repro,
2009-06-14,-0.59, -15.80, -36.73, 1.47, 1.29, 5.47, repro,
2009-06-15,-1.27, -14.92, -32.56, 1.39, 1.26, 5.21, repro,
2009-06-16,-1.19, -14.54, -30.90, 1.37, 1.23, 5.15, repro,
2009-06-17,-0.91, -15.92, -27.40, 1.36, 1.22, 5.1, repro,
2009-06-18,-0.88, -15.90, -26.97, 1.41, 1.28, 5.25, repro,
2009-06-19,0.28, -15.80, -25.87, 1.45, 1.3, 5.41, repro,
2009-06-20,0.73, -13.46, -25.68, 1.61, 1.42, 5.94, repro,
2009-06-21,-0.86, -14.59, -32.75, 1.36, 1.21, 5.08, repro,
2009-06-22,-0.09, -15.64, -30.89, 1.27, 1.14, 4.77, repro,
2009-06-23,-0.88, -15.35, -31.33, 1.3, 1.16, 4.81, repro,
2009-06-24,-0.80, -15.32, -33.79, 1.47, 1.31, 5.4, repro,
2009-06-25,-0.48, -16.32, -29.22, 1.39, 1.24, 5.17, repro,
2009-06-26,-1.25, -16.02, -27.81, 1.42, 1.28, 5.3, repro,
2009-06-27,-1.09, -15.63, -31.57, 1.34, 1.22, 5.03, repro,
2009-06-28,-1.43, -15.64, -30.69, 1.34, 1.22, 5.04, repro,
2009-06-29,-1.54, -16.91, -29.80, 1.86, 1.67, 6.92, repro,
2009-06-30,-1.33, -16.84, -28.51, 1.5, 1.33, 5.64, repro,
2009-07-01,-0.80, -16.56, -31.12, 1.53, 1.37, 5.75, repro,
2009-07-02,-1.40, -15.04, -25.35, 1.7, 1.49, 6.39, repro,
2009-07-03,-2.02, -16.97, -26.81, 1.55, 1.35, 5.78, repro,
2009-07-04,-0.71, -16.48, -32.40, 1.49, 1.3, 5.49, repro,
2009-07-05,-0.65, -16.11, -26.66, 1.28, 1.14, 4.83, repro,
2009-07-06,-0.81, -15.71, -32.84, 1.24, 1.1, 4.68, repro,
2009-07-07,-1.26, -16.03, -32.33, 1.23, 1.1, 4.65, repro,
2009-07-08,-0.75, -15.48, -29.64, 1.24, 1.1, 4.62, repro,
2009-07-09,-0.98, -14.74, -30.09, 1.26, 1.12, 4.73, repro,
2009-07-10,-1.32, -16.50, -29.63, 1.26, 1.15, 4.78, repro,
2009-07-11,0.03, -17.20, -30.21, 1.46, 1.31, 5.46, repro,
2009-07-12,-0.23, -14.49, -30.74, 1.48, 1.32, 5.55, repro,
2009-07-13,0.00, -15.05, -28.97, 1.46, 1.31, 5.48, repro,
2009-07-14,-0.84, -16.75, -29.01, 1.29, 1.15, 4.81, repro,
2009-07-15,-0.53, -15.42, -25.41, 1.52, 1.36, 5.7, repro,
2009-07-16,0.19, -18.13, -27.55, 1.53, 1.37, 5.78, repro,
2009-07-17,-2.52, -16.38, -29.60, 1.47, 1.31, 5.52, repro,
2009-07-18,-1.24, -14.68, -33.26, 1.55, 1.39, 5.86, repro,
2009-07-19,-2.60, -17.04, -29.98, 1.61, 1.43, 6.05, repro,
2009-07-20,-0.89, -17.48, -28.84, 1.62, 1.44, 6.1, repro,
2009-07-21,-2.53, -17.39, -33.13, 1.6, 1.43, 6.05, repro,
2009-07-22,-2.33, -17.04, -24.49, 1.47, 1.32, 5.59, repro,
2009-07-23,-0.11, -16.37, -27.54, 1.43, 1.29, 5.37, repro,
2009-07-24,0.16, -18.90, -29.21, 1.53, 1.4, 5.8, repro,
2009-07-25,0.57, -17.41, -31.16, 1.44, 1.3, 5.46, repro,
2009-07-26,-0.50, -17.34, -30.50, 1.45, 1.32, 5.52, repro,
2009-07-27,-1.69, -16.24, -29.53, 1.53, 1.37, 5.71, repro,
2009-07-28,0.23, -18.31, -28.19, 1.56, 1.39, 5.83, repro,
2009-07-29,-1.02, -17.10, -27.26, 1.61, 1.44, 6.05, repro,
2009-07-30,-0.38, -19.31, -30.49, 1.66, 1.43, 6.17, repro,
2009-07-31,-0.32, -18.02, -33.17, 1.35, 1.22, 5.13, repro,
2009-08-01,-0.26, -16.94, -30.73, 1.57, 1.4, 5.94, repro,
2009-08-02,-0.66, -17.10, -33.13, 1.39, 1.24, 5.19, repro,
2009-08-03,-0.70, -18.13, -30.86, 1.27, 1.15, 4.8, repro,
2009-08-04,-0.17, -16.34, -19.45, 1.47, 1.32, 5.5, repro,
2009-08-05,2.13, -16.43, -19.62, 1.73, 1.51, 6.31, repro,
2009-08-06,-1.33, -15.39, -21.27, 1.55, 1.38, 5.8, repro,
2009-08-07,-1.07, -19.59, -36.14, 1.46, 1.34, 5.55, repro,
2009-08-08,-0.96, -19.56, -27.15, 1.36, 1.22, 5.12, repro,
2009-08-09,-0.47, -18.50, -33.14, 1.27, 1.13, 4.71, repro,
2009-08-10,-1.37, -18.61, -29.66, 1.33, 1.19, 5.01, repro,
2009-08-11,-1.11, -18.03, -28.21, 1.37, 1.24, 5.09, repro,
2009-08-12,-0.28, -18.30, -33.21, 1.45, 1.31, 5.45, repro,
2009-08-13,-1.50, -17.62, -31.23, 1.52, 1.36, 5.69, repro,
2009-08-14,-0.74, -18.84, -33.42, 1.4, 1.26, 5.25, repro,
2009-08-15,0.00, -18.46, -34.07, 1.35, 1.21, 5.06, repro,
2009-08-16,-0.24, -19.23, -29.08, 1.25, 1.14, 4.77, repro,
2009-08-17,-0.98, -18.54, -26.84, 1.2, 1.08, 4.53, repro,
2009-08-18,-0.88, -19.71, -26.64, 1.15, 1.04, 4.39, repro,
